tx,RevokeEncodedAccountKey,GenerateUUID,GetAccountBalance,SetValue,ValueDecoded,ProgramChecked,ProgramParsed,ValueEncoded,ProgramInterpreted,GetProgram,ValueExists,GetStorageUsed,function_or_loop_call,UpdateAccountContractCode,ContractFunctionInvoke,GetValue,EmitEvent,GetStorageCapacity,GetAccountContractCode,GetCode,AllocateStorageIndex,SetProgram,CreateAccount,AddEncodedAccountKey,GetAccountAvailableBalance,ResolveLocation,ms
get account and get balance,0,1,267,343,814,1,1,0,272,1355,0,3,1070,0,271,129987,3,3,0,0,0,1,0,0,0,3,98
reference tx,0,1,0,343,13,1,1,0,5,20,0,3,10028,0,4,2094,3,3,0,0,0,1,0,0,0,3,6
create new account and deploy contract + get signer receiver,0,169,0,46655,519,57,57,224,229,468,168,59,13290,56,116,79582,395,59,56,56,112,1,56,0,0,3,139
load and save empty string on signers address + copy array from storage,0,1,0,346,15,1,1,1,5,20,0,3,444186,0,4,2690,3,3,0,0,0,1,0,0,0,3,358
load and save empty string on signers address + call empty contract function,0,1,0,346,15,1,1,1,5,20,0,3,149642,0,4,2293,3,3,0,0,0,1,0,0,0,3,109
get account and get balance,0,1,674,343,2035,1,1,0,679,3390,0,3,2698,0,678,324940,3,3,0,0,0,1,0,0,0,3,265
create new account and deploy contract + emit event,0,370,0,102062,1121,124,124,492,497,1004,369,126,24463,123,250,171868,4797,126,123,123,246,1,123,0,0,3,224
load and save empty string on signers address + get signer vault,0,1,0,346,15,1,1,1,5,20,0,3,249698,0,4,2279,3,3,0,0,0,1,0,0,0,3,337
convert int to string and concatenate it,0,1,0,343,13,1,1,0,5,20,0,3,99542,0,4,2094,3,3,0,0,0,1,0,0,0,3,63
add and remove key to/from account + get public account,1091,1,0,343,13,1,1,0,5,20,0,3,58885,0,4,2094,2185,3,0,0,0,1,0,1091,0,3,295
get signer address,0,1,0,343,13,1,1,0,5,20,0,3,583946,0,4,2094,3,3,0,0,0,1,0,0,0,3,217
call empty contract function + get account and get storage capacity,0,1,0,343,1940,1,1,0,647,1946,0,3,184228,0,646,298213,3,645,0,0,0,1,0,0,0,3,359
copy array from storage + get signer address,0,1,0,343,14,1,1,0,5,20,0,3,261038,0,4,2646,3,3,0,0,0,1,0,0,0,3,102
get account and get balance + get signer address,0,1,373,343,1132,1,1,0,378,1885,0,3,488546,0,377,180761,3,3,0,0,0,1,0,0,0,3,295
add key to account,0,1,0,343,13,1,1,0,5,20,0,3,3792,0,4,2094,761,3,0,0,0,1,0,758,0,3,61
get signer receiver,0,1,0,343,15,1,1,0,5,20,0,3,113366,0,4,2358,3,3,0,0,0,1,0,0,0,3,242
get signer vault + get account and get balance,0,1,311,343,947,1,1,0,316,1575,0,3,51340,0,315,151204,3,3,0,0,0,1,0,0,0,3,211
get account and get balance,0,1,59,343,190,1,1,0,64,315,0,3,238,0,63,30355,3,3,0,0,0,1,0,0,0,3,23
get account and get storage used + mint NFT,0,2029,0,403531,17,1,1,0,6,23,0,11023,68416,0,5,5952,3,4,0,0,2080,1,0,0,0,3,220
get account and get storage used + convert int to string,0,1,0,343,13,1,1,0,5,20,0,11600,435836,0,4,2094,3,3,0,0,0,1,0,0,0,3,303
add and remove key to/from account + mint NFT,525,4112,0,822534,17,1,1,0,6,23,0,4,53011,0,5,6114,1053,4,0,0,4216,1,0,525,0,3,230
convert int to string and concatenate it + emit event,0,1,0,343,14,1,1,0,5,20,0,3,156292,0,4,2251,12046,3,0,0,0,1,0,0,0,3,132
get signer vault + get public account,0,1,0,343,14,1,1,0,5,20,0,3,283160,0,4,2235,3,3,0,0,0,1,0,0,0,3,396
reference tx + create new account and deploy contract,0,229,0,63195,697,77,77,304,309,628,228,79,230682,76,156,106898,535,79,76,76,152,1,76,0,0,3,188
emit event + call empty contract function,0,1,0,343,14,1,1,0,5,20,0,3,275320,0,4,2251,24515,3,0,0,0,1,0,0,0,3,279
call empty contract function + get signer receiver,0,1,0,343,16,1,1,0,5,20,0,3,49046,0,4,2515,3,3,0,0,0,1,0,0,0,3,90
get account and get available balance + get signer vault,0,1,0,343,1025,1,1,0,342,1031,0,340,126208,0,341,157592,3,3,0,0,0,1,0,0,337,3,298
load and save empty string on signers address + emit event,0,1,0,346,15,1,1,1,5,20,0,3,244594,0,4,2295,8984,3,0,0,0,1,0,0,0,3,199
copy array from storage + reference tx,0,1,0,343,14,7,7,0,5,29,0,3,118882,0,4,2646,3,3,6,6,0,7,0,0,0,12,89
reference tx,0,1,0,343,13,7,7,0,5,29,0,3,595634,0,4,2094,3,3,6,6,0,7,0,0,0,12,189
reference tx,0,1,0,343,13,1,1,0,5,20,0,3,181542,0,4,2094,3,3,0,0,0,1,0,0,0,3,58
convert int to string and concatenate it + reference tx,0,1,0,343,13,1,1,0,5,20,0,3,300256,0,4,2094,3,3,0,0,0,1,0,0,0,3,120
copy array from storage and save a duplicate + load and save long string on signers address,0,1,0,939,16,1,1,2,5,20,0,3,164728,0,4,3242,3,3,0,0,339,1,0,0,0,3,132
get signer address,0,1,0,343,13,1,1,0,5,20,0,3,964232,0,4,2094,3,3,0,0,0,1,0,0,0,3,312
reference tx,0,1,0,343,13,1,1,0,5,20,0,3,741242,0,4,2094,3,3,0,0,0,1,0,0,0,3,551
create new account + reference tx,0,7,0,1801,31,1,1,6,9,36,6,5,266938,0,8,4852,15,5,0,0,2,1,2,0,0,3,87
get signer vault + add key to account,0,1,0,343,14,1,1,0,5,20,0,3,118897,0,4,2235,2232,3,0,0,0,1,0,2229,0,3,441
get public account + reference tx,0,1,0,343,13,1,1,0,5,20,0,3,110910,0,4,2094,3,3,0,0,0,1,0,0,0,3,58
convert int to string and concatenate it + get account and get storage capacity,0,1,0,343,607,1,1,0,203,614,0,3,292151,0,202,93372,3,201,0,0,0,1,0,0,0,3,187
create new account and deploy contract,0,85,0,23499,265,29,29,112,117,244,84,31,198,28,60,40706,199,31,28,28,56,1,28,0,0,3,45
load and save empty string on signers address + copy array from storage,0,1,0,346,15,1,1,1,5,20,0,3,100482,0,4,2649,3,3,0,0,0,1,0,0,0,3,203
get signer receiver,0,1,0,343,15,1,1,0,5,20,0,3,16550,0,4,2358,3,3,0,0,0,1,0,0,0,3,34
transfer tokens + get signer vault,0,801,0,568,16,1,1,0,5,20,0,3,70508,0,4,2480,1603,3,0,0,0,1,0,0,0,3,135
load and save empty string on signers address,0,1,0,346,14,1,1,1,5,20,0,3,61934,0,4,2138,3,3,0,0,0,1,0,0,0,3,47
convert int to string + copy array from storage and save a duplicate,0,1,0,895,15,1,1,1,5,20,0,3,448842,0,4,3198,3,3,0,0,3283,1,0,0,0,3,271
get account and get storage used + get signer address,0,1,0,343,13,1,1,0,5,20,0,6809,406002,0,4,2094,3,3,0,0,0,1,0,0,0,3,219
get account and get balance + copy array from storage and save a duplicate,0,1,144,895,447,1,1,1,149,740,0,3,6014,0,148,72174,3,3,0,0,209,1,0,0,0,3,63
load and save empty string on signers address + create new account,0,295,0,71788,896,1,1,295,201,804,294,101,231378,0,200,137280,591,101,0,0,98,1,98,0,0,3,303
load and save empty string on signers address,0,1,0,346,14,7,7,1,5,29,0,3,260024,0,4,2138,3,3,6,6,0,7,0,0,0,12,219
mint NFT + get signer vault,0,1437,0,282728,18,1,1,0,6,23,0,4,65716,0,5,4869,3,4,0,0,1473,1,0,0,0,3,130
get signer receiver + call empty contract function,0,1,0,343,16,1,1,0,5,20,0,3,106322,0,4,2515,3,3,0,0,0,1,0,0,0,3,144
get account and get available balance + call empty contract function,0,1,0,343,101,1,1,0,34,107,0,32,24536,0,33,15620,3,3,0,0,0,1,0,0,29,3,33
get account and get available balance + transfer tokens,0,1677,0,568,454,1,1,0,151,458,0,149,59248,0,150,69786,3355,3,0,0,0,1,0,0,146,3,196
get account and get balance + get signer vault,0,1,67,343,215,1,1,0,72,355,0,3,123564,0,71,34328,3,3,0,0,0,1,0,0,0,3,210
get signer vault + create new account,0,214,0,52102,653,1,1,213,147,588,213,74,94936,0,146,100144,429,74,0,0,71,1,71,0,0,3,226
create new account and deploy contract + reference tx,0,283,0,78081,859,95,95,376,381,772,282,97,551090,94,192,131720,661,97,94,94,188,1,94,0,0,3,362
borrow array from storage + create new account,0,142,0,34606,437,1,1,141,99,396,141,50,25800,0,98,67459,285,50,0,0,47,1,47,0,0,3,110
get signer receiver,0,1,0,343,15,1,1,0,5,20,0,3,85700,0,4,2358,3,3,0,0,0,1,0,0,0,3,173
create new account and deploy contract,0,730,0,201302,2200,244,244,972,977,1964,729,246,1703,243,490,337191,1704,246,243,243,486,1,243,0,0,3,407
mint NFT + reference tx,0,115,0,26990,17,1,1,0,6,23,0,4,205152,0,5,6515,3,4,0,0,117,1,0,0,0,3,69
emit event + create new account,0,340,0,82720,1031,1,1,339,231,924,339,116,155916,0,230,158078,26591,116,0,0,113,1,113,0,0,3,335
get signer address,0,1,0,343,13,1,1,0,5,20,0,3,723773,0,4,2094,3,3,0,0,0,1,0,0,0,3,238
convert int to string and concatenate it + add key to account,0,1,0,343,13,7,7,0,5,29,0,3,280469,0,4,2094,1366,3,6,6,0,7,0,1363,0,12,245
add and remove key to/from account + convert int to string,1572,1,0,343,13,1,1,0,5,20,0,3,227644,0,4,2094,3147,3,0,0,0,1,0,1572,0,3,368
load and save empty string on signers address,0,1,0,346,14,1,1,1,5,20,0,3,443432,0,4,2138,3,3,0,0,0,1,0,0,0,3,450
add and remove key to/from account + get account and get storage capacity,1029,1,0,343,1117,1,1,0,373,1124,0,3,8679,0,372,171742,2061,371,0,0,0,1,0,1029,0,3,246
get account and get storage capacity,0,1,0,343,4567,7,7,0,1523,4583,0,3,6074,0,1522,701892,3,1521,6,6,0,7,0,0,0,12,683
convert int to string + copy array from storage and save a duplicate,0,1,0,895,15,1,1,1,5,20,0,3,77436,0,4,3198,3,3,0,0,1620,1,0,0,0,3,87
get signer address + copy array from storage and save a duplicate,0,1,0,895,15,1,1,1,5,20,0,3,394387,0,4,3198,3,3,0,0,141,1,0,0,0,3,136
transfer tokens,0,397,0,568,16,1,1,0,5,20,0,3,13862,0,4,2480,795,3,0,0,0,1,0,0,0,3,38
create new account,0,424,0,103132,1282,1,1,423,287,1148,423,144,566,0,286,196533,849,144,0,0,141,1,141,0,0,3,175
load and save empty string on signers address,0,1,0,346,14,1,1,1,5,20,0,3,266306,0,4,2097,3,3,0,0,0,1,0,0,0,3,191
copy array from storage + reference tx,0,1,0,343,14,1,1,0,5,20,0,3,243208,0,4,2646,3,3,0,0,0,1,0,0,0,3,120
load and save empty string on signers address,0,1,0,346,14,1,1,1,5,20,0,3,122912,0,4,2097,3,3,0,0,0,1,0,0,0,3,90
convert int to string + get account and get storage used,0,1,0,343,13,1,1,0,5,20,0,5653,390444,0,4,2094,3,3,0,0,0,1,0,0,0,3,203
get public account + transfer tokens,0,929,0,568,16,1,1,0,5,20,0,3,72888,0,4,2480,1859,3,0,0,0,1,0,0,0,3,116
convert int to string and concatenate it + emit event,0,1,0,343,14,1,1,0,5,20,0,3,466449,0,4,2251,20088,3,0,0,0,1,0,0,0,3,313
convert int to string + mint NFT,0,1693,0,341905,17,1,1,0,6,23,0,4,111408,0,5,7175,3,4,0,0,1736,1,0,0,0,3,103
get public account,0,1,0,343,13,1,1,0,5,20,0,3,207578,0,4,2094,3,3,0,0,0,1,0,0,0,3,150
copy array from storage + borrow array from storage,0,1,0,343,14,1,1,0,5,20,0,3,174398,0,4,2646,3,3,0,0,0,1,0,0,0,3,177
copy array from storage and save a duplicate,0,1,0,895,15,1,1,1,5,20,0,3,18358,0,4,3198,3,3,0,0,706,1,0,0,0,3,32
load and save long string on signers address,0,1,0,387,14,1,1,1,5,20,0,3,400814,0,4,2097,3,3,0,0,0,1,0,0,0,3,623
load and save long string on signers address + get account and get balance,0,1,88,387,278,1,1,1,93,460,0,3,186362,0,92,44290,3,3,0,0,0,1,0,0,0,3,168
create new account + load and save long string on signers address,0,94,0,22986,293,1,1,94,67,268,93,34,86792,0,66,44846,189,34,0,0,31,1,31,0,0,3,120
get signer vault,0,1,0,343,14,1,1,0,5,20,0,3,4006,0,4,2235,3,3,0,0,0,1,0,0,0,3,8
get account and get storage capacity,0,1,0,343,553,1,1,0,185,560,0,3,722,0,184,85074,3,183,0,0,0,1,0,0,0,3,53
convert int to string and concatenate it,0,1,0,343,13,7,7,0,5,29,0,3,421862,0,4,2094,3,3,6,6,0,7,0,0,0,12,202
get account and get storage capacity + copy array from storage,0,1,0,343,770,1,1,0,257,776,0,3,194304,0,256,118818,3,255,0,0,0,1,0,0,0,3,245
get public account,0,1,0,343,13,1,1,0,5,20,0,3,78850,0,4,2094,3,3,0,0,0,1,0,0,0,3,59
call empty contract function + mint NFT,0,3858,0,773162,17,1,1,0,6,23,0,4,195736,0,5,7259,3,4,0,0,3957,1,0,0,0,3,272
load and save long string on signers address,0,1,0,387,14,1,1,1,5,20,0,3,127058,0,4,2097,3,3,0,0,0,1,0,0,0,3,141
get account and get storage used + get account and get storage capacity,0,1,0,343,433,1,1,0,145,440,0,5192,21320,0,144,66634,3,143,0,0,0,1,0,0,0,3,109
mint NFT + load and save empty string on signers address,0,330,0,66578,18,1,1,1,6,23,0,4,7300,0,5,4579,3,4,0,0,338,1,0,0,0,3,18
emit event + get public account,0,1,0,343,14,1,1,0,5,20,0,3,264846,0,4,2251,4614,3,0,0,0,1,0,0,0,3,218
emit event,0,1,0,343,14,1,1,0,5,20,0,3,70646,0,4,2251,11777,3,0,0,0,1,0,0,0,3,84
reference tx + get account and get storage used,0,1,0,343,13,1,1,0,5,20,0,9466,307758,0,4,2094,3,3,0,0,0,1,0,0,0,3,218
create new account and deploy contract + get account and get available balance,0,127,0,35077,1216,43,43,168,448,1181,126,320,1398,42,363,186787,297,45,42,42,84,1,42,0,275,3,184
get account and get balance + copy array from storage,0,1,78,343,248,1,1,0,83,410,0,3,81078,0,82,40008,3,3,0,0,0,1,0,0,0,3,103
convert int to string,0,1,0,343,13,1,1,0,5,20,0,3,1045822,0,4,2094,3,3,0,0,0,1,0,0,0,3,381
create new account + load and save long string on signers address,0,454,0,110466,1373,1,1,454,307,1228,453,154,244346,0,306,210326,909,154,0,0,151,1,151,0,0,3,353
mint NFT + get public account,0,549,0,113579,17,1,1,0,6,23,0,4,197552,0,5,6694,3,4,0,0,562,1,0,0,0,3,160
get signer vault,0,1,0,343,14,1,1,0,5,20,0,3,132566,0,4,2235,3,3,0,0,0,1,0,0,0,3,376
get signer vault,0,1,0,343,14,1,1,0,5,20,0,3,208286,0,4,2235,3,3,0,0,0,1,0,0,0,3,302
mint NFT + get signer vault,0,4267,0,853881,18,7,7,0,6,32,0,4,166456,0,5,6704,3,4,6,6,4376,7,0,0,0,12,336
add key to account + reference tx,0,1,0,343,13,1,1,0,5,20,0,3,274586,0,4,2094,1985,3,0,0,0,1,0,1982,0,3,226
get account and get balance + mint NFT,0,1508,211,304500,650,1,1,0,217,1078,0,4,18932,0,216,107649,3,4,0,0,1547,1,0,0,0,3,135
transfer tokens,0,1784,0,568,16,1,1,0,5,20,0,3,62407,0,4,2480,3569,3,0,0,0,1,0,0,0,3,360
get public account,0,1,0,343,13,1,1,0,5,20,0,3,231202,0,4,2094,3,3,0,0,0,1,0,0,0,3,167
reference tx + add key to account,0,1,0,343,13,1,1,0,5,20,0,3,134216,0,4,2094,2507,3,0,0,0,1,0,2504,0,3,247
get account and get available balance,0,1,0,343,625,1,1,0,209,632,0,207,818,0,208,96138,3,3,0,0,0,1,0,0,204,3,62
get public account + load and save empty string on signers address,0,1,0,346,14,1,1,1,5,20,0,3,86096,0,4,2097,3,3,0,0,0,1,0,0,0,3,177
add key to account + get account and get balance,0,1,443,343,1342,1,1,0,448,2235,0,3,7871,0,447,214291,1222,3,0,0,0,1,0,1219,0,3,244
borrow array from storage + get account and get available balance,0,1,0,343,308,1,1,0,103,314,0,101,39688,0,102,47824,3,3,0,0,0,1,0,0,98,3,80
load and save long string on signers address + copy array from storage,0,1,0,387,15,1,1,1,5,20,0,3,240872,0,4,2649,3,3,0,0,0,1,0,0,0,3,494
get account and get balance + add key to account,0,1,148,343,457,1,1,0,153,760,0,3,2421,0,152,72986,368,3,0,0,0,1,0,365,0,3,92
get account and get storage used,0,1,0,343,13,7,7,0,5,29,0,24985,99930,0,4,2094,3,3,6,6,0,7,0,0,0,12,509
borrow array from storage,0,1,0,343,14,1,1,0,5,20,0,3,260812,0,4,2646,3,3,0,0,0,1,0,0,0,3,336
add key to account,0,1,0,343,13,1,1,0,5,20,0,3,21237,0,4,2094,4250,3,0,0,0,1,0,4247,0,3,457
copy array from storage + borrow array from storage,0,1,0,343,14,1,1,0,5,20,0,3,308708,0,4,2646,3,3,0,0,0,1,0,0,0,3,357
add key to account + get account and get storage used,0,1,0,343,13,7,7,0,5,29,0,11827,54035,0,4,2094,1350,3,6,6,0,7,0,1347,0,12,832
convert int to string and concatenate it + get signer vault,0,1,0,343,14,1,1,0,5,20,0,3,11513,0,4,2235,3,3,0,0,0,1,0,0,0,3,18
get account and get storage used + transfer tokens,0,1831,0,568,16,1,1,0,5,20,0,2511,74086,0,4,2480,3663,3,0,0,0,1,0,0,0,3,394
load and save empty string on signers address,0,1,0,346,14,1,1,1,5,20,0,3,157424,0,4,2097,3,3,0,0,0,1,0,0,0,3,115
get signer receiver + convert int to string,0,1,0,343,15,1,1,0,5,20,0,3,421624,0,4,2358,3,3,0,0,0,1,0,0,0,3,230
get account and get storage capacity,0,1,0,343,3175,1,1,0,1059,3182,0,3,4218,0,1058,487988,3,1057,0,0,0,1,0,0,0,3,299
call empty contract function + create new account,0,292,0,71056,887,1,1,291,199,796,291,100,41892,0,198,136014,585,100,0,0,97,1,97,0,0,3,150
call empty contract function + transfer tokens,0,963,0,568,17,1,1,0,5,20,0,3,198618,0,4,2637,1927,3,0,0,0,1,0,0,0,3,232
get signer address,0,1,0,343,13,1,1,0,5,20,0,3,416237,0,4,2094,3,3,0,0,0,1,0,0,0,3,138
get account and get available balance + reference tx,0,1,0,343,796,1,1,0,266,803,0,264,489456,0,265,122415,3,3,0,0,0,1,0,0,261,3,278
add key to account,0,1,0,343,13,1,1,0,5,20,0,3,16647,0,4,2094,3332,3,0,0,0,1,0,3329,0,3,260
get public account,0,1,0,343,13,1,1,0,5,20,0,3,356714,0,4,2094,3,3,0,0,0,1,0,0,0,3,268
add and remove key to/from account + convert int to string and concatenate it,899,1,0,343,13,1,1,0,5,20,0,3,305237,0,4,2094,1801,3,0,0,0,1,0,899,0,3,263
mint NFT + add key to account,0,3218,0,630639,17,1,1,0,6,23,0,4,49028,0,5,5089,2087,4,0,0,3300,1,0,2084,0,3,288
call empty contract function + add key to account,0,1,0,343,14,1,1,0,5,20,0,3,120157,0,4,2251,1064,3,0,0,0,1,0,1061,0,3,175
get signer vault + emit event,0,1,0,343,15,1,1,0,5,20,0,3,159738,0,4,2392,12972,3,0,0,0,1,0,0,0,3,213
transfer tokens,0,511,0,568,16,1,1,0,5,20,0,3,17852,0,4,2480,1023,3,0,0,0,1,0,0,0,3,60
copy array from storage,0,1,0,343,14,1,1,0,5,20,0,3,243256,0,4,2646,3,3,0,0,0,1,0,0,0,3,222
convert int to string,0,1,0,343,13,1,1,0,5,20,0,3,878922,0,4,2094,3,3,0,0,0,1,0,0,0,3,324
add key to account + mint NFT,0,3385,0,678707,17,1,1,0,6,23,0,4,50072,0,5,6998,1895,4,0,0,3472,1,0,1892,0,3,280
create new account and deploy contract + get account and get available balance,0,268,0,73767,2011,90,90,356,760,1929,267,491,2223,89,581,308586,626,92,89,89,178,1,89,0,399,3,299
copy array from storage and save a duplicate,0,1,0,895,15,1,1,1,5,20,0,3,7126,0,4,3198,3,3,0,0,274,1,0,0,0,3,15
get account and get balance,0,1,1001,343,3016,1,1,0,1006,5025,0,3,4006,0,1005,481573,3,3,0,0,0,1,0,0,0,3,361
borrow array from storage + convert int to string and concatenate it,0,1,0,343,14,1,1,0,5,20,0,3,231730,0,4,2646,3,3,0,0,0,1,0,0,0,3,165
create new account + call empty contract function,0,451,0,109693,1364,7,7,450,305,1229,450,153,33372,0,304,209101,903,153,6,6,150,7,150,0,0,12,232
create new account + copy array from storage and save a duplicate,0,289,0,70879,879,1,1,289,197,788,288,99,9774,0,196,135582,579,99,0,0,457,1,96,0,0,3,137
get account and get storage capacity,0,1,0,343,2620,1,1,0,874,2627,0,3,3478,0,873,402703,3,872,0,0,0,1,0,0,0,3,246
get signer vault + get public account,0,1,0,343,14,1,1,0,5,20,0,3,27112,0,4,2235,3,3,0,0,0,1,0,0,0,3,28
get account and get storage used,0,1,0,343,13,1,1,0,5,20,0,5693,22762,0,4,2094,3,3,0,0,0,1,0,0,0,3,69
get public account + get account and get available balance,0,1,0,343,1786,1,1,0,596,1793,0,594,244828,0,595,274545,3,3,0,0,0,1,0,0,591,3,356
get account and get available balance,0,1,0,343,1864,1,1,0,622,1871,0,620,2470,0,621,286531,3,3,0,0,0,1,0,0,617,3,218
mint NFT + load and save empty string on signers address,0,3841,0,768791,18,1,1,1,6,23,0,4,101092,0,5,6340,3,4,0,0,3939,1,0,0,0,3,235
emit event + get signer receiver,0,1,0,343,16,7,7,0,5,29,0,3,192694,0,4,2513,26321,3,6,6,0,7,0,0,0,12,490
add and remove key to/from account + emit event,1033,1,0,343,14,1,1,0,5,20,0,3,98027,0,4,2251,17201,3,0,0,0,1,0,1033,0,3,253
get signer address + add and remove key to/from account,588,1,0,343,13,1,1,0,5,20,0,3,160063,0,4,2094,1179,3,0,0,0,1,0,588,0,3,131
get account and get storage used + get signer vault,0,1,0,343,14,1,1,0,5,20,0,10990,123976,0,4,2235,3,3,0,0,0,1,0,0,0,3,271
load and save empty string on signers address,0,1,0,346,14,1,1,1,5,20,0,3,96608,0,4,2138,3,3,0,0,0,1,0,0,0,3,73
get signer receiver,0,1,0,343,15,1,1,0,5,20,0,3,189644,0,4,2358,3,3,0,0,0,1,0,0,0,3,1078
borrow array from storage + create new account,0,58,0,14194,185,1,1,57,43,172,57,22,106582,0,42,28847,117,22,0,0,19,1,19,0,0,3,200
create new account and deploy contract + get account and get storage used,0,19,0,5305,67,7,7,24,29,68,18,7734,30946,6,16,10368,45,9,6,6,12,1,6,0,0,3,143
copy array from storage and save a duplicate + transfer tokens,0,1511,0,1120,18,1,1,1,5,20,0,3,53296,0,4,3584,3023,3,0,0,17,1,0,0,0,3,136
convert int to string and concatenate it + reference tx,0,1,0,343,13,1,1,0,5,20,0,3,348495,0,4,2094,3,3,0,0,0,1,0,0,0,3,159
mint NFT + load and save long string on signers address,0,2813,0,563298,18,1,1,1,6,23,0,4,183316,0,5,5507,3,4,0,0,2884,1,0,0,0,3,223
reference tx + get signer address,0,1,0,343,13,1,1,0,5,20,0,3,254896,0,4,2094,3,3,0,0,0,1,0,0,0,3,89
get account and get balance + copy array from storage and save a duplicate,0,1,530,895,1605,1,1,1,535,2670,0,3,10626,0,534,257068,3,3,0,0,327,1,0,0,0,3,211
get account and get storage capacity + get signer vault,0,1,0,343,446,7,7,0,149,461,0,3,43376,0,148,68619,3,147,6,6,0,7,0,0,0,12,133
emit event,0,1,0,343,14,7,7,0,5,29,0,3,293828,0,4,2251,48974,3,6,6,0,7,0,0,0,12,343
create new account,0,274,0,66682,832,1,1,273,187,748,273,94,366,0,186,127583,549,94,0,0,91,1,91,0,0,3,111
get account and get storage used + convert int to string,0,1,0,343,13,1,1,0,5,20,0,1139,206500,0,4,2094,3,3,0,0,0,1,0,0,0,3,90
borrow array from storage + get signer receiver,0,1,0,343,16,1,1,0,5,20,0,3,175606,0,4,2910,3,3,0,0,0,1,0,0,0,3,263
emit event + add and remove key to/from account,274,1,0,343,14,1,1,0,5,20,0,3,40274,0,4,2251,6943,3,0,0,0,1,0,274,0,3,83
mint NFT + copy array from storage and save a duplicate,0,4131,0,827243,19,1,1,1,6,23,0,4,50058,0,5,7568,3,4,0,0,4255,1,0,0,0,3,184
get public account + create new account and deploy contract,0,385,0,106197,1165,129,129,512,517,1044,384,131,45328,128,260,178606,899,131,128,128,256,1,128,0,0,3,225
create new account and deploy contract + call empty contract function,0,253,0,69810,770,85,85,336,341,692,252,87,135480,84,172,118087,591,87,84,84,168,1,84,0,0,3,253
copy array from storage and save a duplicate + convert int to string,0,1,0,895,15,1,1,1,5,20,0,3,375920,0,4,3198,3,3,0,0,500,1,0,0,0,3,160
load and save long string on signers address,0,1,0,387,14,1,1,1,5,20,0,3,183380,0,4,2097,3,3,0,0,0,1,0,0,0,3,134
get signer address + create new account,0,94,0,22942,292,1,1,93,67,268,93,34,186017,0,66,44843,189,34,0,0,31,1,31,0,0,3,125
load and save empty string on signers address,0,1,0,346,14,1,1,1,5,20,0,3,321536,0,4,2138,3,3,0,0,0,1,0,0,0,3,232
get signer address + create new account and deploy contract,0,52,0,14402,166,18,18,68,73,156,51,20,103530,17,38,25537,122,20,17,17,34,1,17,0,0,3,61
