tx,TransferCompositeValue,GetCode,GetAccountAvailableBalance,GetValue,GetStorageUsed,RLPDecoding,AllocateStorageIndex,DestroyCompositeValue,TransferArrayValue,GetCurrentBlockHeight,EmitEvent,EncodeValue,CreateAccount,EncodeEvent,GetAccountBalance,UpdateAccountContractCode,EVMGasUsage,Statement,CreateArrayValue,GetBlockAtHeight,GetStorageCapacity,CreateCompositeValue,AddEncodedAccountKey,RevokeEncodedAccountKey,GetAccountContractCode,TransferDictionaryValue,FunctionInvocation,ResolveLocation,GetOrLoadProgram,SetValue,CreateDictionaryValue,GenerateUUID,Loop,estimated,ms
copy array from storage and save a duplicate + load and save long string on signers address,0,37,0,3401,0,0,1803,0,45075,0,0,2837,0,0,0,0,0,61453,0,0,0,0,0,0,37,0,25941,35,44,2860,0,0,21084,108478,73
copy array from storage + transfer tokens to EVM address,1606,37,0,340936,0,87407,0,1,274574,0,700926,0,0,1604,0,0,16842000,8404,803,0,0,803,0,0,37,0,4359,35,44,283916,0,1,2076,14839,114
reference tx + call empty contract function,0,37,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,29092,0,0,0,0,0,0,37,0,12547,35,44,0,0,0,16541,58180,27
create new account and deploy contract + emit event,0,871,0,1728691,0,0,1596,0,29526,0,759069,68628,798,11777,0,798,0,32941,1596,0,0,10979,0,0,871,0,22756,65,74,131666,0,0,10979,66676,430
mint NFT,13956,37,0,3362,0,0,4772,0,0,0,0,664453,0,0,0,0,0,32566,0,0,0,4652,0,0,37,0,18608,35,44,939026,0,4652,4652,55826,96
decode hex + load and save long string on signers address,0,37,0,1335,0,0,0,0,0,0,0,1312,0,0,0,0,0,12417,3250,0,0,0,0,0,37,0,7192,35,44,1327,0,0,5221,24830,21
create new account,0,73,0,0,0,0,0,0,0,0,24475,0,445,445,0,0,0,892,0,0,0,0,0,0,73,0,445,65,74,0,0,0,445,1782,168
borrow array from storage,0,37,0,1827,0,0,0,0,0,0,0,0,0,0,0,0,0,36212,0,0,0,0,0,0,37,0,2414,35,44,0,0,0,14484,53110,44
load and save empty string on signers address + get account and get storage used,0,37,0,1294,4613,0,0,0,0,0,0,1271,0,0,0,0,0,32045,0,0,0,0,0,0,37,0,19823,35,44,1286,0,0,12218,64086,41
decode hex,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6044,3021,0,0,0,0,0,37,0,3021,35,44,0,0,0,3021,12086,13
get account and get balance,0,74,0,170314,0,0,0,0,0,0,0,0,0,0,62,0,0,374,0,0,0,0,0,0,74,0,186,69,636,0,0,0,62,622,14
get signer vault + get account and get available balance,0,37,1303,3559950,1303,0,0,0,0,0,0,0,0,0,0,0,0,28285,0,0,0,0,0,0,37,0,18701,35,9165,0,0,0,4368,51354,186
copy array from storage + create and destroy EVM bridged account,4284,37,0,19620,0,0,0,2142,177150,0,0,0,0,0,0,0,0,83659,2142,0,0,2142,0,0,37,0,11289,35,44,17136,0,2142,31320,126268,86
get account and get available balance + transfer tokens,729,37,226,619160,226,0,0,243,0,0,45198,67,0,486,0,0,0,9435,0,0,0,729,0,0,37,0,5385,35,1626,122,0,243,469,15289,45
call empty contract function + get signer address,0,37,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,22374,0,0,0,0,0,0,37,0,2927,35,44,0,0,0,11185,36486,11
get account and get available balance,0,37,314,844660,314,0,0,0,0,0,0,0,0,0,0,0,0,5340,0,0,0,0,0,0,37,0,3768,35,2242,0,0,0,314,9422,38
convert int to string and concatenate it + get account and get available balance,0,37,877,2359130,877,0,0,0,0,0,0,0,0,0,0,0,0,19795,0,0,0,0,0,0,37,0,15406,35,6183,0,0,0,3318,38519,136
add and remove key to/from account,0,37,0,0,0,0,0,0,232432,0,1372304,0,0,6368,0,0,0,9554,6368,0,0,0,3184,3184,37,0,9552,35,44,0,0,0,3184,22290,129
decode hex + get account and get storage capacity,0,37,0,1605828,0,0,0,0,0,0,0,0,0,0,0,0,0,29882,12293,0,588,0,0,0,37,0,16409,35,4160,0,0,0,12881,59172,336
get account and get storage capacity + create new account,0,73,0,6418340,0,0,0,0,0,0,41195,0,749,749,0,0,0,22976,0,0,2386,0,0,0,73,0,17451,65,16776,0,0,0,3135,43562,686
get signer receiver + transfer tokens,6849,37,0,1954,0,0,0,2283,0,0,424638,67,0,4566,0,0,0,59421,0,0,0,6849,0,0,37,0,35475,35,44,122,0,2283,5737,100633,148
reference tx,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3502,0,0,0,0,0,0,37,0,0,35,44,0,0,0,3500,7002,2
create and destroy EVM bridged account,3366,37,0,14121,0,0,0,1683,100980,0,0,0,0,0,0,0,0,8417,1683,0,0,1683,0,0,37,0,5049,35,44,13464,0,1683,1683,15149,35
copy array from storage and save a duplicate + get account and get balance,0,74,0,114306,0,0,1182,0,29550,0,0,1585,0,0,41,0,0,20344,0,0,0,0,0,0,74,0,3669,69,447,1608,0,0,7133,31146,44
decode hex,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7368,3683,0,0,0,0,0,37,0,3683,35,44,0,0,0,3683,14734,16
get signer address + transfer tokens,13872,37,0,1892,0,0,0,4624,0,0,860064,67,0,9248,0,0,0,122458,0,0,0,13872,0,0,37,0,50864,35,44,122,0,4624,12675,185997,244
add and remove key to/from account + create new account,0,73,0,0,0,0,0,0,1971,0,39467,0,506,560,0,0,0,1097,54,0,0,0,27,27,73,0,587,65,74,0,0,0,533,2217,184
create new account and deploy contract + get signer vault,0,808,0,1591260,0,0,1468,0,27158,0,164416,63124,734,1468,0,734,0,25578,1468,0,0,734,0,0,808,0,13888,69,78,121108,0,0,12420,51886,598
get signer receiver,0,37,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,7786,0,0,0,0,0,0,37,0,11676,35,44,0,0,0,3892,23354,31
transfer tokens + copy array from storage,3042,37,0,2446,0,0,0,1014,126840,0,188604,67,0,2028,0,0,0,213586,0,0,0,3042,0,0,37,0,23838,35,44,122,0,1014,77118,314542,206
convert int to string + create new account,0,73,0,0,0,0,0,0,0,0,12100,0,220,220,0,0,0,16626,0,0,0,0,0,0,73,0,8311,65,74,0,0,0,8311,33248,80
get signer receiver + copy array from storage and save a duplicate,0,37,0,4020,0,0,4272,0,106800,0,0,1585,0,0,0,0,0,79804,0,0,0,0,0,0,37,0,23580,35,44,1608,0,0,29220,132604,134
convert int to string and concatenate it,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22508,0,0,0,0,0,0,37,0,22506,35,44,0,0,0,11253,56267,16
decode hex + get account and get storage capacity,0,37,0,2095510,0,0,0,0,0,0,0,0,0,0,0,0,0,7379,182,0,779,0,0,0,37,0,5635,35,5497,0,0,0,961,13975,101
load and save long string on signers address + decode hex,0,37,0,1335,0,0,0,0,0,0,0,1312,0,0,0,0,0,4906,699,0,0,0,0,0,37,0,3035,35,44,1327,0,0,1867,9808,7
get account and get available balance + get account and get storage used,0,37,1630,4451530,5988,0,0,0,0,0,0,0,0,0,0,0,0,36430,0,0,0,0,0,0,37,0,23918,35,11454,0,0,0,5988,66336,220
get account and get storage capacity,0,37,0,1027565,0,0,0,0,0,0,0,0,0,0,0,0,0,3467,0,0,385,0,0,0,37,0,2695,35,2739,0,0,0,385,6547,53
decode hex,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14988,7493,0,0,0,0,0,37,0,7493,35,44,0,0,0,7493,29974,39
copy array from storage and save a duplicate + get account and get balance,0,74,0,1502484,0,0,7583,0,189575,0,0,1585,0,0,554,0,0,132239,0,0,0,0,0,0,74,0,24411,69,5064,1608,0,0,46052,202702,275
create and destroy EVM bridged account + convert int to string and concatenate it,114,37,0,1113,0,0,0,57,3420,0,0,0,0,0,0,0,0,5375,57,0,0,57,0,0,37,0,5257,35,44,456,0,57,2600,13232,5
add and remove key to/from account + get account and get storage capacity,0,37,0,1014130,0,0,0,0,361277,0,2133019,0,0,9898,0,0,0,18244,9898,0,377,0,4949,4949,37,0,17486,35,2683,0,0,0,5326,41056,472
get account and get balance + mint NFT,7431,74,0,1363698,0,0,2541,0,0,0,0,354493,0,0,503,0,0,20361,0,0,0,2477,0,0,74,0,11417,69,4605,500741,0,2477,2980,34758,121
call empty contract function,0,37,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,2046,0,0,0,0,0,0,37,0,1022,35,44,0,0,0,1022,4090,7
get account and get storage capacity,0,37,0,1119710,0,0,0,0,0,0,0,0,0,0,0,0,0,3692,0,0,410,0,0,0,37,0,2870,35,2914,0,0,0,410,6972,53
borrow array from storage + get account and get balance,0,74,0,499075,0,0,0,0,0,0,0,0,0,0,181,0,0,40255,0,0,0,0,0,0,74,0,3154,69,1707,0,0,0,15847,59256,70
copy array from storage and save a duplicate + add and remove key to/from account,0,37,0,3401,0,0,1698,0,114209,0,423673,1585,0,1966,0,0,0,31819,1966,0,0,0,983,983,37,0,8043,35,44,1608,0,0,11171,51033,92
transfer tokens to EVM address + emit event,2618,37,0,552862,0,142561,0,1,442142,0,1439285,0,0,7811,0,0,27468000,20823,1309,0,0,6504,0,0,37,0,16933,35,44,463040,0,1,5195,42951,212
get public account + borrow array from storage,0,37,0,1868,0,0,0,0,0,0,0,0,0,0,0,0,0,14013,0,0,0,0,0,0,37,0,4957,35,44,0,0,0,6532,25502,12
copy array from storage and save a duplicate,0,37,0,3360,0,0,5817,0,145425,0,0,1585,0,0,0,0,0,98891,0,0,0,0,0,0,37,0,17451,35,44,1608,0,0,34902,151244,150
get signer address,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,0,0,0,0,0,0,37,0,0,35,44,0,0,0,239,719,2
create and destroy EVM bridged account + transfer tokens,24869,37,0,68410,0,0,0,11033,493800,0,521358,67,0,5606,0,0,0,105623,8230,0,0,16639,0,0,37,0,55523,35,44,65962,0,11033,11033,172179,521
get account and get balance + create new account,0,74,0,1074282,0,0,0,0,0,0,51150,0,930,930,397,0,0,4246,0,0,0,0,0,0,74,0,2121,69,3651,0,0,0,1327,7694,393
get signer address + load and save long string on signers address,0,37,0,1335,0,0,0,0,0,0,0,1312,0,0,0,0,0,31416,0,0,0,0,0,0,37,0,19468,35,44,1327,0,0,10839,61723,40
create new account and deploy contract,0,456,0,829578,0,0,766,0,14171,0,85792,32938,383,766,0,383,0,1151,766,0,0,383,0,0,456,0,1149,65,74,63195,0,0,383,2683,174
convert int to string + reference tx,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30835,0,0,0,0,0,0,37,0,10264,35,44,0,0,0,20567,61666,14
load and save long string on signers address + create new account and deploy contract,0,556,0,1047513,0,0,966,0,17871,0,108192,42850,483,966,0,483,0,26530,966,0,0,483,0,0,556,0,18167,65,74,81020,0,0,8842,53539,265
copy array from storage and save a duplicate + load and save empty string on signers address,0,37,0,2834,0,0,6629,0,165720,0,0,2796,0,0,0,0,0,124421,0,0,0,0,0,0,37,0,27703,35,44,2819,0,0,43682,195806,165
call empty contract function + get account and get storage used,0,37,0,221,9177,0,0,0,0,0,0,0,0,0,0,0,0,45444,0,0,0,0,0,0,37,0,22720,35,44,0,0,0,22720,90884,41
convert int to string and concatenate it + get signer address,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11268,0,0,0,0,0,0,37,0,4892,35,44,0,0,0,5632,21792,6
convert int to string,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,37,0,180,35,44,0,0,0,180,722,1
convert int to string and concatenate it,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39052,0,0,0,0,0,0,37,0,39050,35,44,0,0,0,19525,97627,33
load and save empty string on signers address + borrow array from storage,0,37,0,1868,0,0,0,0,0,0,0,1271,0,0,0,0,0,167818,0,0,0,0,0,0,37,0,42945,35,44,1286,0,0,63597,274360,176
emit event + get signer address,0,37,0,221,0,0,0,0,0,0,299535,0,0,5255,0,0,0,16219,0,0,0,5255,0,0,37,0,10510,35,44,0,0,0,5480,32209,18
get signer receiver,0,37,0,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,5016,0,0,0,0,0,0,37,0,7521,35,44,0,0,0,2507,15044,23
load and save empty string on signers address + add key to account,0,37,0,1335,0,0,0,0,444059,0,1295679,1271,0,6083,0,0,0,27953,6083,0,0,0,6083,0,37,0,22688,35,44,1286,0,0,11344,61985,189
convert int to string and concatenate it + load and save long string on signers address,0,37,0,1294,0,0,0,0,0,0,0,1312,0,0,0,0,0,15738,0,0,0,0,0,0,37,0,15368,35,44,1327,0,0,7684,38790,18
mint NFT + decode hex,9786,37,0,3653,0,0,3347,0,0,0,0,473686,0,0,0,0,0,25610,1386,0,0,3262,0,0,37,0,14434,35,44,666249,0,3262,4648,44692,91
get account and get storage used,0,37,0,0,10931,0,0,0,0,0,0,0,0,0,0,0,0,21864,0,0,0,0,0,0,37,0,10931,35,44,0,0,0,10931,43726,26
convert int to string,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3392,0,0,0,0,0,0,37,0,1695,35,44,0,0,0,1695,6782,2
add and remove key to/from account + get signer address,0,37,0,0,0,0,0,0,430627,0,2542469,0,0,11798,0,0,0,34559,11798,0,0,0,5899,5899,37,0,17697,35,44,0,0,0,14328,66584,257
get account and get storage used + get account and get available balance,0,37,170,464270,3555,0,0,0,0,0,0,0,0,0,0,0,0,9664,0,0,0,0,0,0,37,0,5425,35,1234,0,0,0,3555,18644,29
get signer vault + get public account,0,37,0,1457,0,0,0,0,0,0,0,0,0,0,0,0,0,21308,0,0,0,0,0,0,37,0,10652,35,44,0,0,0,10652,42612,32
call empty contract function + add key to account,0,37,0,219,0,0,0,0,56575,0,165075,0,0,775,0,0,0,9052,775,0,0,0,775,0,37,0,5299,35,44,0,0,0,4524,18875,25
get signer vault + add and remove key to/from account,0,37,0,1457,0,0,0,0,12337,0,72839,0,0,338,0,0,0,7181,338,0,0,0,169,169,37,0,3842,35,44,0,0,0,3504,14527,18
add and remove key to/from account + convert int to string,0,37,0,0,0,0,0,0,329522,0,1945534,0,0,9028,0,0,0,19924,9028,0,0,0,4514,4514,37,0,16731,35,44,0,0,0,7703,44358,192
get signer address + get account and get available balance,0,37,967,2640877,967,0,0,0,0,0,0,0,0,0,0,0,0,31601,0,0,0,0,0,0,37,0,11604,35,6813,0,0,0,8546,51751,161
get signer receiver + add key to account,0,37,0,1954,0,0,0,0,129283,0,377223,0,0,1771,0,0,0,22942,1771,0,0,0,1771,0,37,0,32636,35,44,0,0,0,11469,67047,153
copy array from storage,0,37,0,1827,0,0,0,0,26430,0,0,0,0,0,0,0,0,39647,0,0,0,0,0,0,37,0,2643,35,44,0,0,0,15858,58148,29
emit event,0,37,0,221,0,0,0,0,0,0,219108,0,0,3844,0,0,0,11534,0,0,0,3844,0,0,37,0,7688,35,44,0,0,0,3844,23066,18
add and remove key to/from account + get account and get balance,0,74,0,4635378,0,0,0,0,236520,0,1396440,0,0,6480,1713,0,0,20002,6480,0,0,0,3240,3240,74,0,14859,69,15495,0,0,0,4953,39814,360
get signer receiver + get public account,0,37,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,17760,0,0,0,0,0,0,37,0,21858,35,44,0,0,0,8878,48496,62
create new account and deploy contract + create new account,0,890,0,1769622,0,0,1634,0,30229,0,227943,70262,1634,2451,0,817,0,4089,1634,0,0,817,0,0,890,0,3268,65,74,134801,0,0,1634,8991,838
load and save long string on signers address + transfer tokens to EVM address,4466,37,0,943904,0,243266,0,1,754432,0,1950724,1312,0,4464,0,0,46872000,18963,2233,0,0,2233,0,0,37,0,17849,35,44,791463,0,1,3343,40155,349
reference tx + copy array from storage,0,37,0,1827,0,0,0,0,25750,0,0,0,0,0,0,0,0,49360,0,0,0,0,0,0,37,0,2575,35,44,0,0,0,26181,78116,37
copy array from storage,0,37,0,1827,0,0,0,0,27850,0,0,0,0,0,0,0,0,41777,0,0,0,0,0,0,37,0,2785,35,44,0,0,0,16710,61272,33
get signer receiver + create new account and deploy contract,0,805,0,1587466,0,0,1464,0,27084,0,163968,62952,732,1464,0,732,0,25342,1464,0,0,732,0,0,805,0,36909,65,74,120776,0,0,12303,74554,469
add and remove key to/from account + get account and get available balance,0,37,1653,4514343,1653,0,0,0,414202,0,2445494,0,0,11348,0,0,0,45127,11348,0,0,0,5674,5674,37,0,36858,35,11615,0,0,0,7327,89312,435
emit event,0,37,0,221,0,0,0,0,0,0,222984,0,0,3912,0,0,0,11738,0,0,0,3912,0,0,37,0,7824,35,44,0,0,0,3912,23474,19
borrow array from storage + decode hex,0,37,0,1827,0,0,0,0,0,0,0,0,0,0,0,0,0,37947,3694,0,0,0,0,0,37,0,5731,35,44,0,0,0,15916,59594,48
add and remove key to/from account,0,37,0,0,0,0,0,0,284992,0,1682624,0,0,7808,0,0,0,11714,7808,0,0,0,3904,3904,37,0,11712,35,44,0,0,0,3904,27330,149
load and save long string on signers address + load and save empty string on signers address,0,37,0,1294,0,0,0,0,0,0,0,1271,0,0,0,0,0,12445,0,0,0,0,0,0,37,0,8294,35,44,1286,0,0,4147,24886,17
get signer receiver + get account and get balance,0,74,0,2729561,0,0,0,0,0,0,0,0,0,0,1008,0,0,26102,0,0,0,0,0,0,74,0,33099,69,9150,0,0,0,11033,70234,285
get signer address,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10280,0,0,0,0,0,0,37,0,0,35,44,0,0,0,5139,15419,3
convert int to string and concatenate it + load and save long string on signers address,0,37,0,1335,0,0,0,0,0,0,0,1312,0,0,0,0,0,8776,0,0,0,0,0,0,37,0,7000,35,44,1327,0,0,3500,19276,13
emit event,0,37,0,221,0,0,0,0,0,0,746871,0,0,13103,0,0,0,39311,0,0,0,13103,0,0,37,0,26206,35,44,0,0,0,13103,78620,50
load and save long string on signers address,0,37,0,1335,0,0,0,0,0,0,0,1312,0,0,0,0,0,8213,0,0,0,0,0,0,37,0,5474,35,44,1327,0,0,2737,16424,16
convert int to string,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17808,0,0,0,0,0,0,37,0,8903,35,44,0,0,0,8903,35614,9
transfer tokens to EVM address,4494,37,0,948477,0,244798,0,1,759176,0,1962972,0,0,4492,0,0,47166000,8988,2247,0,0,2247,0,0,37,0,11233,35,44,795092,0,1,0,20221,322
load and save long string on signers address,0,37,0,1294,0,0,0,0,0,0,0,1312,0,0,0,0,0,17387,0,0,0,0,0,0,37,0,11590,35,44,1327,0,0,5795,34772,22
add and remove key to/from account + get account and get storage capacity,0,37,0,274907,0,0,0,0,161184,0,951648,0,0,4416,0,0,0,7555,4416,0,103,0,2208,2208,37,0,7345,35,765,0,0,0,2311,17211,122
load and save empty string on signers address,0,37,0,1294,0,0,0,0,0,0,0,1271,0,0,0,0,0,30659,0,0,0,0,0,0,37,0,20438,35,44,1286,0,0,10219,61316,31
call empty contract function + load and save empty string on signers address,0,37,0,1558,0,0,0,0,0,0,0,1271,0,0,0,0,0,84466,0,0,0,0,0,0,37,0,50920,35,44,1286,0,0,33542,168928,77
call empty contract function + emit event,0,37,0,219,0,0,0,0,0,0,458109,0,0,8037,0,0,0,32901,0,0,0,8037,0,0,37,0,20467,35,44,0,0,0,12430,65798,39
decode hex,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8900,4449,0,0,0,0,0,37,0,4449,35,44,0,0,0,4449,17798,25
load and save long string on signers address + copy array from storage,0,37,0,1868,0,0,0,0,42660,0,0,1312,0,0,0,0,0,68503,0,0,0,0,0,0,37,0,7272,35,44,1327,0,0,27099,102874,53
get account and get storage capacity + get signer address,0,37,0,4814753,0,0,0,0,0,0,0,0,0,0,0,0,0,27877,0,0,1763,0,0,0,37,0,12341,35,12385,0,0,0,7766,47984,189
reference tx + get public account,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12063,0,0,0,0,0,0,37,0,4070,35,44,0,0,0,7989,24122,12
get public account + get account and get storage used,0,37,0,0,5154,0,0,0,0,0,0,0,0,0,0,0,0,13420,0,0,0,0,0,0,37,0,6708,35,44,0,0,0,6708,26836,14
reference tx + get account and get balance,0,74,0,3850638,0,0,0,0,0,0,0,0,0,0,1423,0,0,27717,0,0,0,0,0,0,74,0,4269,69,12885,0,0,0,20598,52584,200
mint NFT,9222,37,0,3540,0,0,3154,0,0,0,0,440333,0,0,0,0,0,21520,0,0,0,3074,0,0,37,0,12296,35,44,621804,0,3074,3074,36890,72
convert int to string and concatenate it + get signer address,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2656,0,0,0,0,0,0,37,0,256,35,44,0,0,0,1326,4238,1
decode hex,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24366,12182,0,0,0,0,0,37,0,12182,35,44,0,0,0,12182,48730,56
create and destroy EVM bridged account,5144,37,0,21233,0,0,0,2572,154320,0,0,0,0,0,0,0,0,12862,2572,0,0,2572,0,0,37,0,7716,35,44,20576,0,2572,2572,23150,39
call empty contract function + mint NFT,2625,37,0,2797,0,0,898,0,0,0,0,127000,0,0,0,0,0,7289,0,0,0,875,0,0,37,0,4080,35,44,178730,0,875,1455,12824,536
get signer vault + decode hex,0,37,0,1416,0,0,0,0,0,0,0,0,0,0,0,0,0,24450,7398,0,0,0,0,0,37,0,12223,35,44,0,0,0,12223,48896,52
get signer receiver + add key to account,0,37,0,1913,0,0,0,0,582832,0,1700592,0,0,7984,0,0,0,35294,7984,0,0,0,7984,0,37,0,44951,35,44,0,0,0,17645,97890,291
get signer vault + get signer receiver,0,37,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,23274,0,0,0,0,0,0,37,0,32163,35,44,0,0,0,11635,67072,89
convert int to string + add and remove key to/from account,0,37,0,0,0,0,0,0,18104,0,106888,0,0,496,0,0,0,1320,496,0,0,0,248,248,37,0,1030,35,44,0,0,0,534,2884,17
convert int to string,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11286,0,0,0,0,0,0,37,0,5642,35,44,0,0,0,5642,22570,5
get account and get available balance,0,37,1185,3187650,1185,0,0,0,0,0,0,0,0,0,0,0,0,20147,0,0,0,0,0,0,37,0,14220,35,8339,0,0,0,1185,35552,147
get signer receiver + emit event,0,37,0,2132,0,0,0,0,0,0,1103178,0,0,19354,0,0,0,77166,0,0,0,19354,0,0,37,0,67358,35,44,0,0,0,28904,173428,152
transfer tokens to EVM address + call empty contract function,1726,37,0,363788,0,93955,0,1,291410,0,753382,0,0,1724,0,0,18102000,9978,863,0,0,863,0,0,37,0,7575,35,44,304294,0,1,3262,20815,123
get signer vault + create new account and deploy contract,0,571,0,1080084,0,0,996,0,18426,0,111552,42828,498,996,0,498,0,2716,996,0,0,498,0,0,571,0,2103,65,74,82168,0,0,1107,5926,226
copy array from storage and save a duplicate,0,37,0,3360,0,0,7704,0,192600,0,0,1585,0,0,0,0,0,130970,0,0,0,0,0,0,37,0,23112,35,44,1608,0,0,46224,200306,172
decode hex + transfer tokens,576,37,0,1913,0,0,0,192,0,0,35712,67,0,384,0,0,0,12512,4046,0,0,576,0,0,37,0,6158,35,44,122,0,192,4238,22908,29
get account and get balance,0,74,0,1320528,0,0,0,0,0,0,0,0,0,0,488,0,0,2930,0,0,0,0,0,0,74,0,1464,69,4470,0,0,0,488,4882,84
borrow array from storage + copy array from storage and save a duplicate,0,37,0,3360,0,0,9985,0,249625,0,0,1585,0,0,0,0,0,187134,0,0,0,0,0,0,37,0,31114,35,44,1608,0,0,66864,285112,268
borrow array from storage + emit event,0,37,0,2048,0,0,0,0,0,0,338808,0,0,5944,0,0,0,40306,0,0,0,5944,0,0,37,0,13386,35,44,0,0,0,14932,68624,43
load and save empty string on signers address + mint NFT,10710,37,0,4978,0,0,3662,0,0,0,0,512183,0,0,0,0,0,27409,0,0,0,3570,0,0,37,0,15890,35,44,722933,0,3570,4375,47674,74
add and remove key to/from account,0,37,0,0,0,0,0,0,24820,0,146540,0,0,680,0,0,0,1022,680,0,0,0,340,340,37,0,1020,35,44,0,0,0,340,2382,19
mint NFT + get signer vault,3609,37,0,4163,0,0,1234,0,0,0,0,173558,0,0,0,0,0,19647,0,0,0,1203,0,0,37,0,10423,35,44,244640,0,1203,6814,36884,41
get account and get balance,0,74,0,5106673,0,0,0,0,0,0,0,0,0,0,1859,0,0,11156,0,0,0,0,0,0,74,0,5577,69,16809,0,0,0,1859,18592,266
get signer vault,0,37,0,1457,0,0,0,0,0,0,0,0,0,0,0,0,0,1408,0,0,0,0,0,0,37,0,703,35,44,0,0,0,703,2814,7
transfer tokens to EVM address + get signer address,5222,37,0,1102085,0,284466,0,1,882192,0,2281092,0,0,5220,0,0,54810000,14124,2611,0,0,2611,0,0,37,0,13053,35,44,923948,0,1,1839,29016,359
borrow array from storage + reference tx,0,37,0,1868,0,0,0,0,0,0,0,0,0,0,0,0,0,5167,0,0,0,0,0,0,37,0,260,35,44,0,0,0,2823,8250,5
get signer vault + get signer receiver,0,37,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,19948,0,0,0,0,0,0,37,0,13920,35,44,0,0,0,9972,43840,48
copy array from storage + get account and get available balance,0,37,18,50247,18,0,0,0,87180,0,0,0,0,0,0,0,0,131080,0,0,0,0,0,0,37,0,8934,35,170,0,0,0,52326,192340,191
convert int to string and concatenate it + add key to account,0,37,0,0,0,0,0,0,281342,0,820902,0,0,3854,0,0,0,43308,3854,0,0,0,3854,0,37,0,43304,35,44,0,0,0,21652,108264,132
get account and get balance + copy array from storage,0,74,0,4921335,0,0,0,0,41220,0,0,0,0,0,1818,0,0,72742,0,0,0,0,0,0,74,0,9576,69,16440,0,0,0,26550,108868,292
convert int to string + reference tx,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5260,0,0,0,0,0,0,37,0,805,35,44,0,0,0,4451,10516,7
mint NFT + add key to account,26736,37,0,274,0,0,9140,0,31682,0,92442,1266555,0,434,0,0,0,63256,434,0,0,8912,434,0,37,0,36516,35,44,1792468,0,8912,9346,109118,237
emit event + add and remove key to/from account,0,37,0,223,0,0,0,0,1241,0,322252,0,0,5559,0,0,0,16630,34,0,0,5525,17,17,37,0,11101,35,44,0,0,0,5542,33273,33
add and remove key to/from account + get account and get storage used,0,37,0,0,4706,0,0,0,7446,0,43962,0,0,204,0,0,0,9722,204,0,0,0,102,102,37,0,5012,35,44,0,0,0,4808,19542,67
decode hex + get account and get storage capacity,0,37,0,524550,0,0,0,0,0,0,0,0,0,0,0,0,0,34643,16442,0,195,0,0,0,37,0,17807,35,1409,0,0,0,16637,69087,187
decode hex + get account and get storage capacity,0,37,0,3755240,0,0,0,0,0,0,0,0,0,0,0,0,0,22154,4793,0,1396,0,0,0,37,0,14565,35,9816,0,0,0,6189,42908,420
get public account + create and destroy EVM bridged account,13220,37,0,53537,0,0,0,6610,396600,0,0,0,0,0,0,0,0,40546,6610,0,0,6610,0,0,37,0,23576,35,44,52880,0,6610,10356,74478,132
call empty contract function,0,37,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,4272,0,0,0,0,0,0,37,0,2135,35,44,0,0,0,2135,8542,4
